replica;tModel;sigmaIndex;nRey;nTess;nBo;nMave;selTrueModel;departTrueModel;replicated;firstTGM;numSwitches;avgContTGM;sdContTGM;changesBeforeFirstTGM;replicatedTGM;replicatedNTGM;biasBeta1
68;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.104454545454545;0.759791122715405;0.7;82;552;4.16304347826087;3.5591945173941;27;0.666666666666667;0.703703703703704;-0.0337794545454546
69;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.139545454545455;0.786831812255541;0.571428571428571;49;655;4.67987804878049;4.09720841606261;18;1;0.558823529411765;0.0135717272727273
70;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.161909090909091;0.814710836608647;0.605263157894737;12;660;5.3969696969697;5.17211278567782;5;0.8;0.575757575757576;-0.0133099727272727
71;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.160636363636364;0.813242784380306;0.628571428571429;23;660;5.35454545454545;4.70837002294888;10;0.8;0.56;-0.00245349090909091
72;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.104;0.765938864628821;0.735294117647059;57;535;4.28464419475655;3.60365679000439;26;1;0.71875;0.0471870909090909
73;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.120090909090909;0.785768357305072;0.720930232558139;13;566;4.6678445229682;3.92065696168412;5;0.666666666666667;0.725;0.0363978272727273
74;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.158181818181818;0.813218390804598;0.648648648648649;10;650;5.35384615384615;4.89970636947996;4;1;0.580645161290323;0.004952
75;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.150727272727273;0.792999396499698;0.625;33;687;4.81976744186047;3.95854082040448;16;0.8;0.6;0.0113341
76;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.135090909090909;0.789367429340511;0.418604651162791;22;626;4.74760383386581;4.03631778074581;7;0.4;0.421052631578947;0.0345682363636364
77;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.143909090909091;0.811237373737374;0.578947368421053;43;597;5.31208053691275;4.87001977680672;20;1;0.555555555555556;-0.0178446636363636
78;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.139090909090909;0.807843137254902;0.827586206896552;21;588;5.20408163265306;4.47356860324293;11;1;0.791666666666667;-0.0179479909090909
79;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.113454545454545;0.758206565252202;0.630434782608696;10;603;4.13245033112583;3.60725643104546;3;0.833333333333333;0.6;0.0315702818181818
80;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.132727272727273;0.780821917808219;0.58974358974359;23;640;4.5625;3.79272939164456;11;1;0.555555555555556;-0.0221132636363636
81;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.121;0.775356874530428;0.666666666666667;76;598;4.45150501672241;4.28515731691142;21;0.5;0.692307692307692;-0.00445376363636363
82;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.135727272727273;0.791694574681849;0.7;4;622;4.80064308681672;4.14714821229995;1;1;0.647058823529412;0.0313295909090909
83;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.159363636363636;0.80365296803653;0.527777777777778;4;689;5.08115942028985;4.43942679630421;1;0.8;0.483870967741935;0.0124425727272727
84;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.145454545454545;0.811875;0.64;3;602;5.3156146179402;4.67796843772154;2;1;0.590909090909091;-0.0194626272727273
85;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.115454545454545;0.785826771653543;0.707317073170732;45;544;4.66911764705882;3.81887939178319;22;0.5;0.72972972972973;-0.0170736545454545
86;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.119;0.789915966386555;0.571428571428571;47;550;4.76;4.12406149465291;12;1;0.5;-0.00688340909090909
87;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.120181818181818;0.779122541603631;0.65;12;584;4.52739726027397;4.02089936338118;2;0.75;0.638888888888889;-0.0155506181818182
88;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;300;1;0.168181818181818;0.82972972972973;0.567567567567568;10;630;5.87301587301587;5.08429599023383;6;0.8;0.53125;0.00551976363636364
