replica;tModel;sigmaIndex;nRey;nTess;nBo;nMave;selTrueModel;departTrueModel;replicated;firstTGM;numSwitches;avgContTGM;sdContTGM;changesBeforeFirstTGM;replicatedTGM;replicatedNTGM;biasBeta1
12;Y ~ X1 + X2;0.2;1;1;1;1;0.245636363636364;0.882309400444115;0.836119186046512;40;636;8.49685534591195;8.15726667111465;6;0.902077151335312;0.814725697786333;0.226100254545455
13;Y ~ X1 + X2;0.2;1;1;1;1;0.248636363636364;0.887710314557425;0.84313005143277;35;615;8.87987012987013;8.01841431090055;3;0.894419306184012;0.826614861583293;-0.0925612727272727
14;Y ~ X1 + X2;0.2;1;1;1;1;0.232818181818182;0.877734375;0.829113924050633;12;627;8.15605095541401;8.26891355137293;2;0.859766277128548;0.820316243411596;0.0609528909090909
15;Y ~ X1 + X2;0.2;1;1;1;1;0.243909090909091;0.886321282146851;0.84612559676827;1;610;8.79672131147541;9.15103472746451;1;0.884792626728111;0.833976833976834;0.199600063636364
16;Y ~ X1 + X2;0.2;1;1;1;1;0.263909090909091;0.88322425077506;0.837269372693727;41;678;8.56342182890855;7.42405063973944;6;0.903765690376569;0.81334671349724;-0.156940518181818
17;Y ~ X1 + X2;0.2;1;1;1;1;0.245636363636364;0.877128053293856;0.842066146413972;52;664;8.13855421686747;7.86664273969719;7;0.873668188736682;0.831858407079646;0.132103581818182
18;Y ~ X1 + X2;0.2;1;1;1;1;0.253090909090909;0.880028735632184;0.840595497458243;13;668;8.31044776119403;7.4664345579728;4;0.873038516405136;0.829517778860205;-0.0400912272727273
19;Y ~ X1 + X2;0.2;1;1;1;1;0.247090909090909;0.885577630610743;0.82521069989007;29;622;8.7395498392283;8.70778360322376;5;0.866372980910426;0.8115234375;0.140131018181818
20;Y ~ X1 + X2;0.2;1;1;1;1;0.239272727272727;0.882978723404255;0.819071791153009;20;616;8.54545454545454;9.75737650240338;5;0.868924889543446;0.802789802789803;0.056389
21;Y ~ X1 + X2;0.2;1;1;1;1;0.289727272727273;0.88672732977722;0.833212472806381;27;722;8.82825484764543;8.76852828785266;7;0.903304773561811;0.80370942812983;0.0674184090909091
22;Y ~ X1 + X2;0.2;1;1;1;1;0.268636363636364;0.887986463620981;0.833703703703704;13;662;8.92749244712991;8.08107775191642;3;0.882102272727273;0.816633266533066;-0.0470448818181818
23;Y ~ X1 + X2;0.2;1;1;1;1;0.243909090909091;0.886693999254566;0.835810577255444;65;608;8.82565789473684;8.01725858441091;13;0.870111731843575;0.824529168580616;-0.210576236363636
24;Y ~ X1 + X2;0.2;1;1;1;1;0.254272727272727;0.887021809081158;0.850196639256346;48;632;8.82334384858044;8.43255206642171;7;0.893917963224894;0.835406698564593;-0.0436949727272727
25;Y ~ X1 + X2;0.2;1;1;1;1;0.271545454545455;0.890823844608171;0.847611827141774;22;653;9.13455657492355;9.13465717415132;6;0.914749661705007;0.821484992101106;0.0535464818181818
26;Y ~ X1 + X2;0.2;1;1;1;1;0.261363636363636;0.882782608695652;0.833812949640288;16;674;8.53115727002967;7.16554313909062;2;0.890260631001372;0.813749390541199;0.0432348909090909
27;Y ~ X1 + X2;0.2;1;1;1;1;0.264090909090909;0.88605851979346;0.844972577696527;61;662;8.77643504531722;8.53965015842826;9;0.88317107093185;0.831349206349206;0.160803990909091
28;Y ~ X1 + X2;0.2;1;1;1;1;0.234909090909091;0.874613003095975;0.840590405904059;3;648;7.97530864197531;6.79004061896772;1;0.87789799072643;0.828889966068832;-0.220513154545455
29;Y ~ X1 + X2;0.2;1;1;1;1;0.278;0.884238064094179;0.831598513011152;45;708;8.63841807909604;8.08659183229304;7;0.884823848238482;0.811475409836066;0.0692781363636363
